Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Indicator Name,Unit,Footnote (2019-2020),2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Pricing,Residential tariff structure,P4.4,Income from special levies retained by the utility: wastewater,yes/no,,Not applicable,Not applicable,No,Not applicable,No,No,No,No,No,No,No,No,No,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Pricing,Annual bill,P5,Annual residential bill based on 200 kL per annum: wastewater,$,,713.25,722.78,734.69,748.92,750.71,691.79,617.75,553.08,515.93,525.44,519.83,498.18,504.7,472.45,486.44,487.92,477.95,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Pricing,Annual bill,P6,Typical residential bill: wastewater,$,,713.25,722.78,734.69,748.92,750.71,691.79,617.75,553.08,515.93,525.44,519.83,498.18,504.7,472.45,486.44,487.92,511.61,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Pricing,Annual bill,P7,Total annual residential bill based on 200 kL per annum,$,,1134,1149,1163,1185,1165,1070,957,863,798,783,758,737,745,709,725,720,743,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Pricing,Annual bill,P8,Total typical residential bill,$,,1219,1249,1245,1191,1197,1075,1002,952,801,768,771,751,741,789,819,806,803,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Sources,W1,Volume of water sourced from surface water,ML,,8626,8892,7142,6539,7353,6238,7599,7376,6272,5542,6881,6319,5534,8752,9705,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Sources,W2,Volume of water sourced from groundwater,ML,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Sources,W3.1,Volume of water sourced from desalination of marine water,ML,,Not applicable,0,Not applicable,0,0,0,0,0,0,0,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W5,Total volume of water received from other service providers or operational areas within the urban water system,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W5.3,"Volume of water, excluding recycled water, received from other service providers or operational areas within the urban water supply system",ML,,0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W6,Volume of recycled water received from other service providers or operational areas within the urban water supply system,ML,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Sources,W7,Total volume of water sourced,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",8626,8892,7142,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W8,Total volume of water supplied.to residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",5829,5908,5483,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W8.3,Volume of water supplied to residential customers,ML,,5829,5908,5483,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W9,Total volume of water supplied to non-residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",3328,3353,4848,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W9.3,Volume of water supplied to non-residential customers,ML,,2512,2737,2581,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W10.1,Volume of non-revenue water,ML,,328,547,590,763,805,741,759,761,647,566,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Production,W11,Total volume of urban water supplied,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",8341,8645,8063,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Production,W11.3,Volume of potable water produced for supply into the urban water supply system,ML,,8617,8883,8283,7994,8462,7788,8078,8310,6743,5379,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W12,Average volume of residential water supplied per property,ML/property,,246,252,237,204,223.3803,205,232,255,203,180,220,222.45,193,276,302,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W13,Volume of water returned as environmental flows from outside of the urban water supply system,ML,,0,0,0,0,0,0,,0,,,0,0,0,0,0,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W14,Total volume of water exported to other service providers or operational areas within the urban water supply system,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",476,466,415,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W14.3,"Volume of water, excluding recycled water, exported to other service providers or operational areas within the urban water supply system",ML,,476,466,415,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W15,Volume of recycled water exported to other service providers or operational areas within the urban water supply system,ML,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Wastewater collected,W16,"Volume of wastewater, excluding trade waste, collected",ML,,4183,4295,4674,4951,4593,4156,4473,4533,5252,5102,4219,3609,4137,3386,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Wastewater collected,W17,Volume of trade waste collected,ML,,4,4,4,4,4,284,290,335,104,172,311,178,154,900,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Wastewater collected,W18,Total volume of wastewater collected,ML,,4187,4299,4678,4955,4597,4440,4477,4624,5356,5274,4530,3787,4291,4284,5326,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W18.1,Volume of wastewater exported to other service providers or operational areas within the urban wastewater system,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Transfers,W18.2,Volume of wastewater received from other service providers or operational areas within the urban wastewater system,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Extraction for sewer mining,W18.3,Volume of wastewater taken through sewer mining,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Inflow to plant,W18.4,Volume of wastewater inflow to wastewater treatment plants,ML,,4187,4299,4678,4955,4597,4440,4477,4624,5356,5274,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Wastewater collected,W19,Average volume of wastewater collected per property,ML/property,,182,180,185,200.6,189,185,204,214,251,249,216,183.7,211,204,245,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W21,Volume of recycled water supplied to non-residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",816,616,2267,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W23,Volume of recycled water supplied as environmental flows,ML,,2481,1841,1618,3311,1427,1518,1664,1525,2564,1570,2445,1067,0,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W25.1,Volume of recycled water supplied to managed aquifer recharge,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W26,Total volume of recycled water supplied,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",3297,2457,3885,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W27,Recycled water as a percentage of total wastewater collected,%,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",79,57.2,83,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W28.4,Volume of urban stormwater supplied to residential customers,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W28.5,Volume of urban stormwater supplied to non-residential customers,ML,,0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Outflow from plant,W30,Volume of wastewater losses and spills,ML,,0,No data,0,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W29,Volume of treated wastewater disposals,ML,,0,888,774,448,2082,3106,2082,22,69,51,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W31,Volume of water returned to surface water or groundwater from the urban water supply system,ML,,0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Outflow from plant,W18.5,Volume of treated effluent outflow from wastewater treatment plants,ML,,4186,4299,4679,4954,4597,4444,4550,2755,5356,5273,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Albury City Council,Water Resources,Use,W20,Volume of recycled water supplied to residential customers,ML,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Water Treatment Plants,A1,Number of water treatment plants providing full treatment,plants,New water treatment plant commissioned,7,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Other Water Assets,A2,Length of water mains,km,,393,393,392,389,386,386,386,382,381,379,366,361,356,339,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Other Water Assets,A3,Number of properties served per km of water main,properties/km,,44.3,44.3,44.1,44.2,44.3,43.8,43.3,43.4,42,42.2,43.7,41.6,39,37,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Wastewater assets,A4,Number of wastewater treatment plants,plants,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Wastewater assets,A5,Length of sewer mains and channels,Km,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Wastewater assets,A6,Number of properties served per km of sewer main,properties/km,,Not applicable,,,,,,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Water Main Breaks,A8,"Number of water main breaks, bursts, and leaks, per 100 km of water mains",mains breaks/100 km,,6.1,5.9,9.9,17.5,13.5,12.4,10.4,12,10.2,10.3,10.7,8.6,8,13,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Water Losses,A9,Infrastructure leakage index (ILI),ratio,,2,2,2.2,2.2,2,2.2,2.4,2,2.4,2.2,2.7,1.9,1.2,1.6,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Water Losses,A10,Real losses: service connections,L/service connection/day,,95,98,108,104,95,106,115,95,115.3,110,128,102,87.1,82.9,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Water Losses,A11,Real losses: water mains,kL/km water main/day,,4.23,4.32,4.78,5,4,4.6,4.99,4.14,4.7,4.7,5.7,4.4,3.8,3.5,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Wastewater breaks and chokes,A14,Number of sewer mains breaks and chokes per 100 km,breaks and chokes/100km,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Wastewater breaks and chokes,A15,"Number of property connection sewer breaks and chokes per 1,000 properties","breaks and chokes/1,000 properties",,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Assets,Water Main Breaks,IA8,"Number of water main breaks, bursts, and leaks",mains breaks,,24,23,39,68,52,48,40,46,39,39,39,31,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",Aqwest-Bunbury Water Corporation,Customers,Connected Properties and Population,C1,Population receiving services: water supply,population 000s,,35,35,35,36,36,35,34.13,33.736,36,35,34,33,32,,,,,
